ingredient_id,display_name,source_count,top_similarity,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
chikuwa,Chikuwa,1,1.1247786583003905,98.94837476099426,98.94837476099426,98.94837476099426,98.94837476099426,6.85,,0.0,0.0,,0.9,30.0,0.191,0.241,0.157,,15.18,20.0,0.63,,0.63,0.0,0.02,0.021,0.22,0.07,0.03,2.0,1.6,,,0.1,0.63,,9.0,0.26,43.0,282.0,112.0,143.0,0.33,0.032,,0.011,,28.1
chile_de_arbol,Chile De Arbol,1,0.0,324.09177820267684,324.09177820267684,324.09177820267684,324.09177820267684,69.86,,28.7,41.06,,5.81,0.0,0.813,0.0,0.0,,10.58,1324.0,3.14,0.0,3.14,31.4,0.081,1.205,8.669,0.956,0.81,51.0,0.0,84.3,,108.2,3.14,,45.0,6.04,88.0,159.0,1870.0,91.0,1.02,0.228,,0.821,,3.5
chili_garlic_sauce,Chili Garlic Sauce,2,0.0,314.0,314.0,314.0,314.0,11.68,,1.2,13.33,,30.505,0.0,3.5925,0.0,0.0,,1.25,34.0,1.92,0.0,1.92,10.15,0.09,0.07,1.6,,0.16,9.0,0.0,13.7,,5.2,1.92,,20.0,0.8,12.0,52.0,370.0,856.5,0.16,0.13,,,,1.1
chili_oil,Chili Oil,2,0.0,282.0,282.0,282.0,282.0,49.7,,34.8,7.19,,14.28,0.0,2.462,0.0,0.0,0.519,13.46,1483.0,38.14,0.0,38.14,0.7,0.25,0.94,11.6,0.888,2.094,28.0,0.0,66.5,,105.7,38.14,,330.0,17.3,149.0,300.0,1950.0,2867.0,4.3,1.0,,1.7,,20.4
chili_paste,Chili Paste,3,0.3714078968318224,39.94263862332696,39.94263862332696,39.94263862332696,39.94263862332696,9.243333333333334,,1.5,5.166666666666667,,0.28,0.0,0.028,0.0,0.0,,1.9566666666666668,55.333333333333336,0.69,0.0,0.69,209.5666666666667,0.084,0.08866666666666667,1.048,0.10766666666666667,0.35400000000000004,23.0,0.0,11.033333333333333,,14.200000000000001,0.69,,16.666666666666668,1.1433333333333333,24.333333333333332,45.0,334.0,7.666666666666667,0.2866666666666667,0.159,,0.22033333333333335,,0.5
chili_pepper,Chili Pepper,5,0.4951921922039484,33.98279158699809,33.98279158699809,33.98279158699809,33.98279158699809,7.634,,2.1,4.376,,0.372,0.0,0.052000000000000005,0.0,0.0,0.05,1.464,49.8,1.2260000000000002,0.0,1.2260000000000002,128.51999999999998,0.067,0.0764,1.2206,0.19639999999999996,0.445,29.8,0.0,9.22,,13.7,1.2260000000000002,,13.4,0.76,20.2,36.8,283.4,6.0,0.252,0.1186,,0.18239999999999998,,0.41999999999999993
chili_powder,Chili Powder,1,0.842082886395131,282.0,282.0,282.0,282.0,49.7,,34.8,7.19,,14.28,0.0,2.462,0.0,0.0,0.519,13.46,1483.0,38.14,0.0,38.14,0.7,0.25,0.94,11.6,0.888,2.094,28.0,0.0,66.5,,105.7,38.14,,330.0,17.3,149.0,300.0,1950.0,2867.0,4.3,1.0,,1.7,,20.4
chili_sauce,Chili Sauce,2,0.5784145565692007,46.0,46.0,46.0,46.0,9.895,,1.2,13.33,,0.15,0.0,0.0225,0.0,0.0,,1.25,34.0,1.92,0.0,1.92,20.0,0.09,0.07,1.6,,0.16,9.0,0.0,13.7,,5.2,1.92,,20.0,0.8,12.0,52.0,370.0,669.0,0.16,0.13,,,,1.1
chiltepin,Chiltepin,2,0.0,39.95697896749522,39.95697896749522,39.95697896749522,39.95697896749522,9.135000000000002,,1.5,5.199999999999999,,0.32,0.0,0.0315,0.0,0.0,,1.935,53.5,0.69,0.0,0.69,193.1,0.08099999999999999,0.088,1.097,0.131,0.392,23.0,0.0,11.0,,14.15,0.69,,16.0,1.115,24.0,44.5,331.0,8.0,0.28,0.1515,,0.212,,0.5
chinese_broccoli,Chinese Broccoli,2,0.8982155541292899,31.0,31.0,31.0,31.0,4.984999999999999,,3.3,1.045,,0.985,0.0,0.1455,0.0,0.0,,2.07,116.0,1.0550000000000002,0.0,1.0550000000000002,23.700000000000003,0.0815,0.14650000000000002,0.458,0.17,0.0685,84.5,0.0,13.45,0.0,253.8,1.0550000000000002,,127.5,0.715,22.0,42.5,209.0,11.5,0.33999999999999997,0.0655,,0.542,,1.15
chinese_celery,Chinese Celery,3,0.0,14.83215875,14.83215875,14.83215875,14.83215875,3.3165125,,,,,0.1625,,,,,,0.4921875,,,,,,,,,,0.05175,,,,,,,,46.28,0.0,10.93,21.600000000000005,265.2,97.21,0.0929,0.0,,0.076,0.0,0.0
chinese_cured_pork,Chinese Cured Pork,1,0.4331264633583036,748.0,748.0,748.0,748.0,0.0,,0.0,0.0,,80.5,86.0,29.38,0.0,0.0,,5.05,0.0,0.0,0.2,0.0,0.0,0.215,0.061,1.62,0.205,0.08,1.0,0.29,19.3,,0.0,0.0,,6.0,0.44,7.0,52.0,66.0,2684.0,0.9,0.05,,0.005,,5.8
chinese_preserved_olive,Chinese Preserved Olive,2,0.0,130.5,130.5,130.5,130.5,4.9399999999999995,,2.45,0.27,,13.11,0.0,2.154,0.0,0.0,,0.935,18.5,2.73,0.0,2.73,0.45,0.012,0.0035,0.13699999999999998,,0.02,1.5,0.0,12.25,,1.4,2.73,,70.0,3.3850000000000002,7.5,3.5,25.0,1145.5,0.13,0.1855,,,,0.9
chinese_sausage,Chinese Sausage,2,0.0,368.5,368.5,368.5,368.5,1.4449999999999998,,0.0,1.09,,32.745000000000005,68.5,11.768,0.003,0.002,,15.885000000000002,28.0,0.9,1.4,0.9,0.0,0.256,0.176,6.119,,0.195,1.0,0.98,62.3,,0.0,0.9,,19.0,1.13,16.0,149.0,342.0,899.5,2.45,0.071,,,,20.7
chinese_yam,Chinese Yam,1,0.0,118.06883365200764,118.06883365200764,118.06883365200764,118.06883365200764,27.88,,4.1,0.5,,0.17,0.0,0.037,0.0,0.0,,1.53,7.0,0.35,0.0,0.35,17.1,0.112,0.032,0.552,0.314,0.293,23.0,0.0,16.5,,2.3,0.35,,17.0,0.54,21.0,55.0,816.0,9.0,0.24,0.178,,0.397,,0.7
chipotle_pepper,Chipotle Pepper,2,0.0,313.0353728489483,313.0353728489483,313.0353728489483,313.0353728489483,51.275000000000006,,24.200000000000003,,,12.024999999999999,0.0,0.82,0.0,0.0,,12.105,1405.0,,0.0,,4.2,0.1755,2.726,6.789,1.792,3.8815,119.5,0.0,,,,,,79.0,10.379999999999999,121.5,234.0,2316.5,66.0,1.41,0.4655,,1.4295,,3.05
chive,Chive,2,1.2721085676395423,30.0,30.0,30.0,30.0,4.35,,2.5,1.85,,0.73,0.0,0.146,0.0,0.0,,3.27,218.0,0.21,0.0,0.21,58.1,0.078,0.115,0.647,0.324,0.138,105.0,0.0,5.2,,212.7,0.21,,92.0,1.6,42.0,58.0,296.0,3.0,0.56,0.157,,0.373,,0.9
chive_flower,Chive Flower,5,0.573274634894202,22.466539196940722,22.466539196940722,22.466539196940722,22.466539196940722,5.016,,2.3,1.48,,0.11400000000000002,0.0,0.042,,,,1.52,48.5,,0.0,,59.04,0.063,0.0862,0.5755999999999999,0.535,0.159,78.6,0.0,,,,,,32.8,0.7919999999999999,19.4,44.8,207.8,13.4,0.4,0.045,,0.229,,1.2399999999999998
chocolate,Chocolate,5,0.7600917062251737,542.0240917782027,542.0240917782027,542.0240917782027,542.0240917782027,56.758,,7.459999999999999,42.916000000000004,,35.284000000000006,3.4,20.5738,0.0,0.0002,0.069,5.378,1.4,0.44799999999999995,0.0,0.44799999999999995,0.0,0.0332,0.1014,0.7428,0.23819999999999997,0.038400000000000004,8.0,0.138,25.95,0.03333333333333333,6.9,0.44799999999999995,,49.4,6.425999999999999,155.6,210.6,499.2,16.2,2.218,1.0632000000000001,,1.1972,,5.040000000000001
chocolate_hazelnut_spread,Chocolate Hazelnut Spread,2,1.55,540.0,540.0,540.0,540.0,60.91,,4.050000000000001,55.405,,31.08,0.0,18.2665,0.0,0.0,,5.41,1.0,4.96,0.0,4.96,0.0,0.085,0.17,0.427,0.357,0.082,14.0,0.27,17.6,,1.9,4.96,,108.0,3.165,64.0,152.0,378.5,47.5,1.06,0.469,,0.868,,3.6
chocolate_liqueur,Chocolate Liqueur,2,0.8855089779030544,287.5,287.5,287.5,287.5,33.34,,0.0,33.375,,1.425,4.0,0.7555,0.0,0.0005,,0.075,12.0,0.035,0.05,0.035,0.0,0.005,0.016,0.01,,0.002,0.0,0.0,0.6,,0.1,0.035,,2.5,0.04,0.0,5.0,5.5,1.5,0.035,0.0155,,,,0.30000000000000004
choricero_pepper,Choricero Pepper,1,0.0,34.0,34.0,34.0,34.0,7.66,,2.2,4.71,,0.4,0.0,0.067,0.0,0.0,,1.39,51.0,2.13,0.0,2.13,131.2,0.056,0.078,1.262,,0.463,25.0,0.0,9.2,,16.2,2.13,,13.0,0.64,19.0,34.0,285.0,6.0,0.2,0.088,,,,0.4
chorizo,Chorizo,2,1.55,209.32504780114724,209.32504780114724,209.32504780114724,209.32504780114724,5.3999999999999995,,1.75,0.0,,16.060000000000002,31.5,4.737500000000001,0.003,0.002,0.156,12.08,0.0,0.22,1.5,0.22,0.0,0.207,0.31,5.47,,0.313,0.0,2.0,96.7,,0.0,0.22,,41.0,2.46,20.0,149.0,434.5,525.5,1.68,0.084,,0.093,,18.6
choux_pastry,Choux Pastry,5,0.47111059550164625,390.2175908221798,390.2175908221798,390.2175908221798,390.2175908221798,36.66799999999999,,1.16,8.874,,23.998,46.0,6.0186,0.0032,0.0038,,7.744,52.4,0.612,0.06,0.612,0.82,0.2198,0.26080000000000003,2.151,0.304,0.0354,50.4,0.192,22.339999999999996,,9.819999999999999,0.612,,57.0,1.7899999999999998,15.0,107.0,91.2,412.6,0.7140000000000001,0.0792,,0.351,,18.2
choy_sum,Choy Sum,2,0.0,26.0,26.0,26.0,26.0,4.67,,2.6,0.88,,0.76,0.0,0.116,0.0,0.0,,1.2,86.0,0.5,0.0,0.5,29.6,0.1,0.153,0.459,,0.074,104.0,0.0,26.5,,89.1,0.5,,105.0,0.59,19.0,43.0,274.0,7.0,0.41,0.064,,,,1.4
chrysanthemum,Chrysanthemum,2,1.0726288130328732,23.950286806883362,23.950286806883362,23.950286806883362,23.950286806883362,3.0149999999999997,,3.0,,,0.56,0.0,,,,,3.36,105.0,,0.0,,1.4,0.13,0.144,0.531,0.221,0.176,177.0,0.0,,,350.0,,,117.0,2.295,32.0,54.0,567.0,118.0,0.71,0.137,,0.943,,0.3
chunjang,Chunjang,1,0.0,226.0,226.0,226.0,226.0,49.98,,5.3,33.92,,0.47,0.0,0.052,0.0,0.0,,6.22,0.0,0.02,0.0,0.02,0.9,0.115,0.048,0.415,,0.086,93.0,0.0,21.9,,6.0,0.02,,21.0,2.13,32.0,102.0,290.0,124.0,0.77,0.176,,,,1.1
chutney,Chutney,1,1.55,175.0,175.0,175.0,175.0,30.0,,5.0,25.0,,5.0,0.0,,,,,5.0,,,,,6.0,,,,,,,,,,,,,100.0,3.6,,,,2900.0,,,,,,
ciabatta,Ciabatta,1,0.0,249.0,249.0,249.0,249.0,35.82,,1.8,1.75,,7.89,0.0,0.877,0.0,0.0,,8.77,0.0,1.42,0.0,1.42,0.0,0.47,0.301,3.67,,0.113,138.0,0.0,2.9,,5.7,1.42,,35.0,3.16,20.0,128.0,114.0,561.0,1.33,0.091,,,,15.9
cinnamon,Cinnamon,1,0.8526323004918952,247.37093690248565,247.37093690248565,247.37093690248565,247.37093690248565,80.59,,53.1,2.17,,1.24,0.0,0.345,0.0,0.0,0.011,3.99,15.0,2.32,0.0,2.32,3.8,0.022,0.041,1.332,0.358,0.158,6.0,0.0,11.0,,31.2,2.32,,1002.0,8.32,60.0,64.0,431.0,10.0,1.83,0.339,,17.466,,3.1
cipollini_onion,Cipollini Onion,3,0.0,39.19694072657744,39.19694072657744,39.19694072657744,39.19694072657744,9.096666666666666,5.82,1.7666666666666666,4.24,2.71,0.08333333333333333,0.0,0.042,0.0,0.0,,1.01,0.0,0.02,0.0,0.02,7.666666666666667,0.046,0.027,0.116,0.123,0.12,19.0,0.0,6.1,,0.4,0.02,,20.333333333333332,0.2333333333333333,9.666666666666666,30.666666666666668,158.0,3.0,0.18000000000000002,0.03766666666666667,0.0,0.134,,0.3333333333333333
citrus,Citrus,1,0.0,46.0,46.0,46.0,46.0,11.97,,3.6,4.27,,0.13,0.0,0.008,0.0,0.0,,0.46,3.0,1.32,0.0,1.32,14.0,0.012,0.02,0.101,0.295,0.057,1.0,0.0,5.5,,5.0,1.32,,8.0,0.23,6.0,11.0,80.0,2.0,0.09,0.056,,0.267,,0.1
clam,Clam,2,1.2333580156041042,86.0,86.0,86.0,86.0,3.57,,0.0,0.0,,0.96,30.0,0.187,0.064,0.043,0.015,14.67,90.0,0.68,0.0,0.68,0.0,0.015,0.04,0.35,0.148,0.01,5.0,11.28,65.0,0.0,0.2,0.68,,39.0,1.62,19.0,198.0,46.0,328.5,0.51,0.053,,0.085,,30.6
clamato_juice,Clamato Juice,1,0.30907902836098017,47.801147227533455,47.801147227533455,47.801147227533455,47.801147227533455,10.95,,0.4,3.31,,0.2,0.0,0.0,0.0,0.0,,0.6,7.0,0.11,,0.11,5.0,0.021,0.012,0.231,0.083,0.061,8.0,0.03,,,,0.11,,8.0,0.15,5.0,11.0,89.0,362.0,0.08,0.029,,0.032,,0.4
clear_gel,Clear Gel,1,0.0,375.0,375.0,375.0,375.0,87.5,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,12.0,,,,,0.0,,,,,,
clementine,Clementine,2,1.2916806029853354,50.16156787762906,50.16156787762906,50.16156787762906,50.16156787762906,12.68,,1.75,9.879999999999999,,0.22999999999999998,0.0,0.039,0.0,0.0,,0.8300000000000001,34.0,0.2,0.0,0.2,37.75,0.072,0.033,0.506,0.151,0.0765,20.0,0.0,12.1,,0.0,0.2,,33.5,0.14500000000000002,11.0,20.5,171.5,1.5,0.065,0.042499999999999996,,0.023,,0.1
clotted_cream,Clotted Cream,4,0.43883311012405163,303.19666129999996,303.19666129999996,303.19666129999996,303.19666129999996,5.187253,,0.0,6.11,,30.917500000000004,90.55000000000001,17.56675,0.0,0.006500000000000001,,2.223997,214.0,0.49,1.3,0.49,0.7,0.029375,0.184,0.06737499999999999,,0.03375,3.0,0.035,16.6,8.9,2.375,0.49,,67.605,0.0125,6.737,65.015,105.22,33.305,0.24405,0.003,19.38,0.0,,3.75
clove,Clove,1,0.9656851144746332,274.0,274.0,274.0,274.0,65.53,,33.9,2.38,,13.0,0.0,3.952,0.0,0.008,0.585,5.97,8.0,8.82,0.0,8.82,0.2,0.158,0.22,1.56,0.509,0.391,25.0,0.0,37.4,,141.8,8.82,,632.0,11.83,259.0,104.0,1020.0,277.0,2.32,0.368,,60.127,,7.2
cobia,Cobia,2,0.0,166.0,166.0,166.0,166.0,3.32,,0.15,0.06,,8.43,55.5,1.6975,0.2505,0.16149999999999998,,18.27,18.5,1.6949999999999998,3.3,1.6949999999999998,0.45,0.0975,0.096,3.8195,,0.236,21.5,2.29,64.4,,4.8,1.6949999999999998,,17.5,0.59,24.5,224.0,300.5,216.5,0.48,0.051000000000000004,,,,26.299999999999997
cockle,Cockle,1,0.0,86.0,86.0,86.0,86.0,3.57,,0.0,0.0,,0.96,30.0,0.187,0.064,0.043,0.015,14.67,90.0,0.68,0.0,0.68,0.0,0.015,0.04,0.35,0.148,0.01,5.0,11.28,65.0,0.0,0.2,0.68,,39.0,1.62,19.0,198.0,46.0,601.0,0.51,0.053,,0.085,,30.6
cocktail_sauce,Cocktail Sauce,1,1.3000000000000003,109.0,109.0,109.0,109.0,26.56,,1.6,21.88,,0.0,0.0,0.0,,,,1.56,,,,,8.7,,,,,,,,,,,,,31.0,,,,219.0,922.0,,,,,,
cocoa_butter,Cocoa Butter,1,0.8676430341564798,884.0822179732313,884.0822179732313,884.0822179732313,884.0822179732313,0.0,,0.0,0.0,,100.0,0.0,59.7,0.0,0.0,,0.0,0.0,1.8,,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,24.7,1.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
cocoa_mass,Cocoa Mass,2,0.0,227.76673040152963,227.76673040152963,227.76673040152963,227.76673040152963,57.9,,37.0,1.75,,13.7,0.0,8.07,0.0,0.0,,19.6,0.0,0.1,0.0,0.1,0.0,0.078,0.241,2.185,0.254,0.118,32.0,0.0,12.0,,2.5,0.1,,128.0,13.86,499.0,734.0,1524.0,21.0,6.81,3.788,,3.837,,14.3
cocoa_powder,Cocoa Powder,2,1.1831036533672394,227.76673040152963,227.76673040152963,227.76673040152963,227.76673040152963,57.9,,37.0,1.75,,13.7,0.0,8.07,0.0,0.0,,19.6,0.0,0.1,0.0,0.1,0.0,0.078,0.241,2.185,0.254,0.118,32.0,0.0,12.0,,2.5,0.1,,128.0,13.86,499.0,734.0,1524.0,21.0,6.81,3.788,,3.837,,14.3
coconut,Coconut,4,1.1022477097832237,353.9756214149139,353.9756214149139,353.9756214149139,353.9756214149139,15.23,,9.0,6.23,,33.49,0.0,29.698,0.0,0.0,,3.33,0.0,0.24,0.0,0.24,3.3,0.066,0.02,0.54,0.3,0.054,26.0,0.0,12.1,,0.2,0.24,,14.0,2.43,32.0,113.0,356.0,20.0,1.1,0.435,,1.5,,10.1
coconut_cream,Coconut Cream,2,1.1747627487483074,357.03728489483746,357.03728489483746,357.03728489483746,357.03728489483746,53.21,,0.2,51.5,,16.31,0.0,15.472,0.0,0.0,,1.17,0.0,0.13,0.0,0.13,0.0,0.022,0.04,0.038,0.163,0.029,14.0,0.0,6.6,,0.1,0.13,,4.0,0.13,17.0,22.0,101.0,36.0,0.6,0.236,,0.815,,5.5
coconut_liqueur,Coconut Liqueur,2,0.8101230492978333,287.5,287.5,287.5,287.5,33.34,,0.0,33.375,,1.425,4.0,0.7555,0.0,0.0005,,0.075,12.0,0.035,0.05,0.035,0.0,0.005,0.016,0.01,,0.002,0.0,0.0,0.6,,0.1,0.035,,2.5,0.04,0.0,5.0,5.5,1.5,0.035,0.0155,,,,0.30000000000000004
coconut_milk,Coconut Milk,1,0.7852176449533044,230.0,230.0,230.0,230.0,5.54,,2.2,3.34,,23.84,0.0,21.14,0.0,0.0,,2.29,0.0,0.15,0.0,0.15,2.8,0.026,0.0,0.76,,0.033,16.0,0.0,8.5,,0.1,0.15,,16.0,1.64,37.0,100.0,263.0,15.0,0.67,0.266,,,,6.2
coconut_oil,Coconut Oil,2,1.55,631.0,631.0,631.0,631.0,0.42,,,,,70.97999999999999,,50.18,0.0,0.0,0.02,0.0,,0.11,,0.11,,,,,,,,,,0.0,0.6,0.11,,1.0,0.05,0.0,0.0,0.0,321.5,0.02,0.0,,0.0,,
coconut_sugar,Coconut Sugar,1,0.0,401.0,401.0,401.0,401.0,99.6,,0.0,99.8,,0.32,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.05,0.0,0.0,2.0,1.0,0.01,0.007,,,,0.6
coconut_vinegar,Coconut Vinegar,5,0.7561897082822121,43.10630975143404,43.10630975143404,43.10630975143404,43.10630975143404,7.231999999999999,,0.0,2.914,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,6.75,0.15750000000000003,4.0,7.0,55.25,3.4,0.0325,0.0075,,0.2005,,0.2
coconut_water,Coconut Water,2,1.2759016527017113,18.440726577437857,18.440726577437857,18.440726577437857,18.440726577437857,3.975,,0.55,3.2649999999999997,,0.1,0.0,0.088,0.0,0.0,,0.47,0.0,0.0,0.0,0.0,6.15,0.03,0.0285,0.04,0.043,0.016,1.5,0.0,0.55,,0.0,0.0,,15.5,0.15999999999999998,15.5,12.5,207.5,65.5,0.060000000000000005,0.024,,0.142,,0.5
cod,Cod,2,0.9230149188516037,76.22801624760993,76.22801624760993,76.22801624760993,76.22801624760993,0.0,,0.0,0.0,,0.66875,45.22,0.131,0.12,0.064,,16.939375,12.0,0.64,0.9,0.64,1.0,0.076,0.065,2.063,0.153,0.245,7.0,1.079,65.2,,0.1,0.64,,11.295,0.2225,24.990000000000002,213.55,329.05,176.4,0.37755,0.0159815,113.7,0.0075,,27.945
cod_liver,Cod Liver,1,0.7906553764990708,902.0,902.0,902.0,902.0,0.0,,0.0,,,100.0,570.0,22.608,10.968,6.898,,0.0,30000.0,,250.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
coffee,Coffee,5,1.0109435403129963,8.2,8.2,8.2,8.2,1.7540000000000002,,0.0,1.296,,0.052000000000000005,0.0,0.02,0.0,0.0,,0.11399999999999999,0.0,0.008,0.0,0.008,0.04,0.0084,0.0804,1.2007999999999999,,0.001,1.4,0.0,2.2199999999999998,,0.08,0.008,,2.4,0.04000000000000001,18.6,3.8,57.8,4.8,0.024,0.0134,,,,0.02
coffee_creamer,Coffee Creamer,3,1.3536777746745785,267.0,267.0,267.0,267.0,27.349999999999998,,0.0,10.176666666666668,,17.62,0.0,7.673333333333335,0.0,0.0,,1.4933333333333334,0.6666666666666666,0.9600000000000001,0.0,0.9600000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.7666666666666666,,2.2333333333333334,0.9600000000000001,,6.666666666666667,0.10666666666666669,0.3333333333333333,138.66666666666666,350.3333333333333,86.0,0.036666666666666674,0.005999999999999999,,,,0.7333333333333334
coffee_liqueur,Coffee Liqueur,1,0.5838081932812798,336.0,336.0,336.0,336.0,46.8,,0.0,38.3,,0.3,0.0,0.106,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,0.0,0.004,0.012,0.144,,0.0,0.0,0.0,0.8,,0.0,0.0,,1.0,0.06,3.0,6.0,30.0,8.0,0.03,0.04,,,,0.4
cognac,Cognac,1,0.0,231.0,231.0,231.0,231.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.004,0.013,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,4.0,2.0,1.0,0.04,0.021,,,,0.0
cola,Cola,4,0.9412772661746592,40.51625239005736,40.51625239005736,40.51625239005736,40.51625239005736,10.215,,0.0,9.8575,,0.13,0.0,0.0,0.0,0.0,,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,,1.5,0.042499999999999996,0.0,9.75,3.75,3.5,0.052500000000000005,0.00375,,0.0025,,0.1
colby_cheese,Colby Cheese,2,0.7118554146324639,394.0,394.0,394.0,394.0,2.57,,0.0,0.52,,32.11,95.0,20.218,0.0,0.0,,23.76,264.0,0.28,0.6,0.28,0.0,0.015,0.375,0.093,,0.079,18.0,0.83,15.4,,2.7,0.28,,685.0,0.76,26.0,457.0,127.0,604.0,3.07,0.042,,,,14.5
collard_green,Collard Green,3,1.2361422914175981,46.894,46.894,46.894,46.894,7.02225,,3.8160000000000003,,,0.77,,,,,,2.96875,,,,,,,,,,,,,,,,,,276.4,0.7505000000000001,49.51,45.01,409.8,18.41,0.4594,0.11120000000000001,,0.8716,,
comte_cheese,Comte Cheese,2,0.0,413.0,413.0,413.0,413.0,0.36,,0.0,0.36,,32.34,110.0,18.913,0.0,0.0,,29.81,271.0,0.28,0.6,0.28,0.0,0.06,0.279,0.106,,0.081,10.0,1.6,15.4,,2.7,0.28,,1011.0,0.17,36.0,605.0,81.0,714.0,3.9,0.032,,,,14.5
conch,Conch,1,0.8721467632068635,130.019120458891,130.019120458891,130.019120458891,130.019120458891,1.7,,0.0,0.0,,1.2,65.0,0.37,0.072,0.048,,26.3,7.0,6.33,0.0,6.33,0.0,0.06,0.08,1.04,,0.06,179.0,5.25,81.0,,0.2,6.33,,98.0,1.41,238.0,217.0,163.0,153.0,1.71,0.435,,,,40.3
condensed_milk,Condensed Milk,3,0.22894293219107625,320.8304652644997,320.8304652644997,320.8304652644997,320.8304652644997,54.4,,0.0,54.4,,8.7,34.0,5.486,0.0,0.0,,7.91,74.0,0.16,0.20000000000000004,0.16,2.6,0.09000000000000001,0.416,0.21,0.75,0.051,11.0,0.44,89.09999999999998,,0.6,0.16,,284.0,0.19000000000000003,26.0,253.0,371.0,127.0,0.94,0.015,,0.006,,14.800000000000002
cookie,Cookie,5,1.0806211715482057,412.2,412.2,412.2,412.2,70.096,,5.24,38.452,,13.172,4.4,3.7936,0.0002,0.0,,5.164,20.6,1.1320000000000001,0.0,1.1320000000000001,0.08,0.23820000000000002,0.2622,2.3309999999999995,,0.0658,57.6,0.088,12.58,,11.16,1.1320000000000001,,30.0,2.7939999999999996,31.2,97.2,177.0,324.4,0.59,0.1796,,,,8.5
cooking_spray,Cooking Spray,1,0.6362615194052107,792.0650095602294,792.0650095602294,792.0650095602294,792.0650095602294,20.69,,0.0,0.0,,78.69,0.0,5.025,0.0,0.0,,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,,,,0.0
copha,Copha,1,0.5451836132362682,833.0,833.0,833.0,833.0,0.84,,,,,99.1,,82.5,0.0,0.0,0.02,0.0,,0.11,,0.11,,,,,,,,,,0.0,0.6,0.11,,1.0,0.05,0.0,0.0,0.0,0.0,0.02,0.0,,0.0,,
coriander,Coriander,2,1.003848215527074,160.3527724665392,160.3527724665392,160.3527724665392,160.3527724665392,29.330000000000002,,22.349999999999998,0.87,,9.145,0.0,0.502,0.0,0.0,,7.25,168.5,2.5,0.0,2.5,24.0,0.153,0.22599999999999998,1.6219999999999999,0.57,0.149,31.0,0.0,12.8,,310.0,2.5,,388.0,9.045,178.0,228.5,894.0,40.5,2.6,0.6,,1.163,,13.549999999999999
corn,Corn,3,1.0719018506758482,86.0,86.0,86.0,86.0,18.80666666666667,,2.2333333333333334,5.246666666666667,,1.2933333333333334,0.0,0.2773333333333334,0.0,0.0,0.014,3.2533333333333334,6.0,0.07,0.0,0.07,6.8,0.17,0.056666666666666664,1.7466666666666668,0.7384999999999999,0.08033333333333333,43.333333333333336,0.0,23.0,,0.3,0.07,,2.0,0.52,37.0,89.0,270.0,15.0,0.4566666666666667,0.054,,0.162,,0.6
corn_flakes,Corn Flakes,2,0.5947305996123814,374.5,374.5,374.5,374.5,83.765,,3.1,8.64,,1.2550000000000001,0.0,0.21250000000000002,0.0,0.0,,6.15,495.5,0.065,6.05,0.065,32.5,2.755,1.381,16.9705,0.099,1.6735,520.5,3.58,4.95,0.0,0.0,0.065,,3.0,23.705,18.0,61.0,117.5,637.0,0.4,0.07200000000000001,,0.095,,5.85
corn_oil,Corn Oil,1,1.5500000000000003,857.0,857.0,857.0,857.0,0.0,,0.0,,,100.0,0.0,14.29,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
