ingredient_id,display_name,source_count,top_similarity,Energy,Energy,Energy,Energy,Carbohydrate,"Sugars, Total",Fiber,Total Sugars,Fiber (AOAC 2011.25),Total fat,Cholesterol,"Fatty acids, total saturated",DHA,EPA,ALA,Protein,"Vitamin A, RAE",Vitamin E,Vitamin D (D2 + D3),Vitamin E,Vitamin C,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B-6,"Folate, total",Vitamin B-12,Choline,Vitamin K2 MK-4,Vitamin K1,Vitamin E,Vitamin A,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Iodine,Manganese,Molybdenum,Selenium
raisin,Raisin,3,1.55,329.96303377947737,329.96303377947737,329.96303377947737,329.96303377947737,75.44999999999999,,4.566666666666666,64.995,,6.199999999999999,0.0,3.6510000000000002,0.0,0.0,0.019,3.123333333333333,0.0,0.12,0.0,0.12,4.300000000000001,0.06,0.1865,1.1280000000000001,0.045,0.2555,3.0,0.0,11.1,,3.5,0.12,,54.333333333333336,1.6199999999999999,32.5,88.0,785.5,29.333333333333332,0.275,0.265,,0.2465,,0.6499999999999999
rambutan,Rambutan,1,0.7425649131815385,81.97896749521988,81.97896749521988,81.97896749521988,81.97896749521988,20.87,,0.9,,,0.21,0.0,,,,,0.65,0.0,,,,4.9,0.013,0.022,1.352,0.018,0.02,8.0,0.0,,,,,,22.0,0.35,7.0,9.0,42.0,11.0,0.08,0.066,,0.343,,
ramen_noodle,Ramen Noodle,3,0.382769583671217,440.068196303378,440.068196303378,440.068196303378,440.068196303378,60.276666666666664,,2.9333333333333336,1.9766666666666666,,17.613333333333333,0.0,8.123333333333333,0.0,0.0,0.05566666666666667,10.15,1.0,2.4466666666666668,0.0,2.4466666666666668,0.3,0.4533333333333333,0.25566666666666665,5.358666666666667,0.44,0.038,115.0,0.25,5.466666666666666,,8.95,2.4466666666666668,,21.333333333333332,4.083333333333333,25.0,115.0,180.33333333333334,1835.0,0.6,0.12533333333333332,,0.633,,22.46666666666667
ranch_dressing,Ranch Dressing,2,1.5500000000000003,257.86615678776286,257.86615678776286,257.86615678776286,257.86615678776286,6.235,,1.0,4.115,,25.3,17.0,3.987,0.004,0.0,3.276,1.42,15.0,2.22,0.1,2.22,0.0,0.015,0.087,0.054,0.272,0.03,4.0,0.17,32.8,,134.3,2.22,,29.0,0.42500000000000004,5.0,186.0,64.0,546.5,0.17,0.019,,0.033,,3.5
raspberry,Raspberry,3,1.25208539930183,51.412425000000006,51.412425000000006,51.412425000000006,51.412425000000006,12.904375,2.6759,,,,0.1875,,,,,,1.008125,,,,,23.040000000000003,,,,,,,,,,,,,16.41,0.4501,19.15,27.47,155.8,0.0,0.22129999999999997,0.05289,,0.4935,,
ravioli,Ravioli,3,0.6881544746033094,182.66666666666666,182.66666666666666,182.66666666666666,182.66666666666666,19.773333333333333,,0.6666666666666666,0.21,,6.88,97.0,2.927,0.002,0.001,,10.093333333333334,54.666666666666664,0.32,0.4666666666666666,0.32,0.06666666666666667,0.20299999999999999,0.24033333333333332,2.2416666666666667,,0.09766666666666668,38.0,0.66,64.3,,0.5333333333333333,0.32,,65.0,2.0066666666666664,15.0,120.66666666666667,139.66666666666666,566.6666666666666,1.4733333333333334,0.051333333333333335,,,,13.566666666666668
razor_clam,Razor Clam,2,0.6833580156041041,86.0,86.0,86.0,86.0,3.57,,0.0,0.0,,0.96,30.0,0.187,0.064,0.043,0.015,14.67,90.0,0.68,0.0,0.68,0.0,0.015,0.04,0.35,0.148,0.01,5.0,11.28,65.0,0.0,0.2,0.68,,39.0,1.62,19.0,198.0,46.0,328.5,0.51,0.053,,0.085,,30.6
red_bean,Red Bean,1,0.3744459862564268,336.52007648183553,336.52007648183553,336.52007648183553,336.52007648183553,61.29,,15.2,2.1,,1.06,0.0,0.154,0.0,0.0,,22.53,0.0,0.21,0.0,0.21,4.5,0.608,0.215,2.11,0.78,0.397,394.0,0.0,65.9,,5.6,0.21,,83.0,6.69,138.0,406.0,1359.0,12.0,2.79,0.699,,1.111,,3.2
red_bean_paste,Red Bean Paste,1,0.7188059991155296,226.0,226.0,226.0,226.0,49.98,,5.3,33.92,,0.47,0.0,0.052,0.0,0.0,,6.22,0.0,0.02,0.0,0.02,0.9,0.115,0.048,0.415,,0.086,93.0,0.0,21.9,,6.0,0.02,,21.0,2.13,32.0,102.0,290.0,124.0,0.77,0.176,,,,1.1
red_currant,Red Currant,1,0.5278214020709405,56.0,56.0,56.0,56.0,13.8,,4.3,7.37,,0.2,0.0,0.017,0.0,0.0,,1.4,2.0,0.1,0.0,0.1,41.0,0.04,0.05,0.1,0.064,0.07,8.0,0.0,7.6,,11.0,0.1,,33.0,1.0,13.0,44.0,275.0,1.0,0.23,0.107,,0.186,,0.6
red_date,Red Date,2,1.2758561776809412,180.03537284894836,180.03537284894836,180.03537284894836,180.03537284894836,46.375,,6.0,,,0.35,0.0,,,,,2.96,2.0,,,,143.3,0.0335,0.0465,0.9,,0.081,,0.0,,,,,,42.0,2.785,10.0,45.5,233.5,4.0,0.22,0.153,,15.5755,,0.0
red_drum,Red Drum,1,0.38538829699001714,119.0,119.0,119.0,119.0,0.0,,0.0,,,4.93,64.0,1.119,0.287,0.23,,17.54,51.0,,,,1.0,0.07,0.17,2.35,0.75,0.3,15.0,2.0,,,,,,60.0,0.9,30.0,180.0,275.0,75.0,0.66,0.232,,0.7,,12.6
red_hots,Red Hots,1,0.26153740642790296,394.0,394.0,394.0,394.0,98.0,,0.0,62.9,,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.007,0.008,0.003,0.0,0.0,0.0,,0.0,0.0,,3.0,0.3,3.0,3.0,5.0,38.0,0.01,0.029,,0.01,,0.6
red_onion,Red Onion,1,0.6114031441439532,44.0,44.0,44.0,44.0,9.93,5.76,2.2,,3.97,0.1,,,,,,0.94,,,,,8.1,,,,,,,,,,,,,17.0,0.24,11.4,41.0,197.0,1.0,0.17,0.058,0.0,0.119,,0.5
red_pepper,Red Pepper,2,0.5591756523498257,26.759034230640538,26.759034230640538,26.759034230640538,26.759034230640538,6.3415875,,1.629,4.2,,0.2128,0.0,0.059,0.0,0.0,,0.9428125,157.0,1.58,0.0,1.58,134.7,0.054470000000000005,0.1136,1.0015,0.317,0.29685,46.66,0.0,5.6,,4.9,1.58,,6.6805,0.39165,11.49,26.295,211.85,2.0,0.22615000000000002,0.028415,,0.12240000000000001,,0.05
red_rice,Red Rice,1,0.0,359.99995,359.99995,359.99995,359.99995,76.1545,,4.198,,,3.44,,,,,,8.5625,,,,,,0.3388,,6.676,,0.1368,,,,,,,,9.224,1.198,125.5,313.9,245.1,0.4375,2.563,0.269,,2.629,,
red_snapper,Red Snapper,2,0.5744524693349409,142.45219885277245,142.45219885277245,142.45219885277245,142.45219885277245,3.895,,0.15,0.07,,3.8,42.0,0.9179999999999999,0.266,0.0525,,21.645000000000003,41.5,1.33,10.5,1.33,1.4500000000000002,0.092,0.0275,0.6315,0.75,0.4075,13.0,2.925,69.0,,2.05,1.33,,38.0,0.48,34.5,210.5,435.5,197.0,0.42,0.038,,0.013,,40.150000000000006
red_wine,Red Wine,2,0.4607814249354757,85.0,85.0,85.0,85.0,2.61,,0.0,0.62,,0.0,0.0,0.0,0.0,0.0,,0.07,0.0,0.0,0.0,0.0,0.0,0.005,0.031,0.224,0.03,0.057,1.0,0.0,5.7,,0.4,0.0,,8.0,0.46,12.0,23.0,127.0,4.0,0.14,0.011,,0.132,,0.2
red_wine_vinegar,Red Wine Vinegar,1,0.8508353186385424,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
red_yeast,Red Yeast,1,0.8206951260295057,325.0,325.0,325.0,325.0,41.22,,26.9,0.0,,7.61,0.0,1.001,0.0,0.0,,40.44,0.0,0.0,0.0,0.0,0.3,10.99,4.0,40.2,,1.5,2340.0,0.07,32.0,,0.4,0.0,,30.0,2.17,54.0,637.0,955.0,51.0,7.94,0.436,,,,7.9
refried_beans,Refried Beans,4,1.55,84.467017208413,84.467017208413,84.467017208413,84.467017208413,13.215,,4.625,0.6275,,1.3125,0.0,0.40900000000000003,0.0,0.0,0.166,5.055,0.0,0.07333333333333333,0.0,0.07333333333333333,2.6,0.04866666666666667,0.036333333333333336,0.65925,0.18633333333333332,0.11925,34.0,0.15333333333333335,20.75,,2.05,0.07333333333333333,,31.25,1.46,37.0,105.66666666666667,309.5,385.5,0.6566666666666667,0.15433333333333335,,0.3156666666666667,,5.7
rhubarb,Rhubarb,1,1.254457157844413,21.0,21.0,21.0,21.0,4.54,,1.8,1.1,,0.2,0.0,0.053,0.0,0.0,,0.9,5.0,0.27,0.0,0.27,8.0,0.02,0.03,0.3,0.085,0.024,7.0,0.0,6.1,,29.3,0.27,,86.0,0.22,12.0,14.0,288.0,4.0,0.1,0.021,,0.196,,1.1
rice,Rice,5,0.8411779649059979,359.4997014072657,359.4997014072657,359.4997014072657,359.4997014072657,77.38455000000002,,3.9942500000000005,2.5,,1.8236,0.0,0.15733333333333333,0.0,0.0,,8.81625,0.5,0.46499999999999997,0.0,0.46499999999999997,0.0,0.28412,0.11933333333333333,5.676,1.2526666666666668,0.20404,111.66666666666667,0.0,35.0,,1.9,0.46499999999999997,,12.5248,1.8868000000000003,97.17999999999999,253.92,219.94,1.8875,2.5118,0.24450000000000002,,2.0128,,8.95
rice_bran_oil,Rice Bran Oil,1,0.8080193114497419,884.0,884.0,884.0,884.0,0.0,,0.0,0.0,,100.0,0.0,19.7,0.0,0.0,,0.0,0.0,32.3,,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,24.7,32.3,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,,,,,0.0
rice_cake,Rice Cake,5,1.3,389.3988527724665,389.3988527724665,389.3988527724665,389.3988527724665,80.624,,2.7399999999999998,9.09,,3.71,0.0,0.48200000000000004,,,,8.618,0.0,,,,0.0,0.0735,0.12025,7.04325,1.0505,0.13925,16.25,0.0,,,,,,15.5,1.5174999999999998,136.5,362.5,294.75,310.8,2.5625,0.40425,,4.86425,,16.4
rice_milk,Rice Milk,2,1.3,47.0,47.0,47.0,47.0,9.17,,0.3,5.28,,0.97,0.0,0.0,0.0,0.0,,0.28,63.0,0.47,1.0,0.47,0.0,0.027,0.142,0.39,0.146,0.039,2.0,0.63,2.1,,0.2,0.47,,118.0,0.2,11.0,56.0,27.0,39.0,0.13,0.037,,0.282,,2.2
rice_noodle,Rice Noodle,1,1.2968491295872395,364.00573613766727,364.00573613766727,364.00573613766727,364.00573613766727,80.18,,1.6,0.12,,0.56,0.0,0.153,0.0,0.0,,5.95,0.0,0.11,0.0,0.11,0.0,0.031,0.017,0.221,0.051,0.015,3.0,0.0,5.5,,0.0,0.11,,18.0,0.7,12.0,153.0,30.0,182.0,0.74,0.078,,0.498,,15.1
rice_paper,Rice Paper,1,1.5500000000000003,323.0,323.0,323.0,323.0,72.26,,0.5,0.27,,1.11,0.0,0.328,0.0,0.0,,5.91,0.0,0.09,0.0,0.09,0.0,0.077,0.0,1.062,,0.045,14.0,0.0,5.0,,0.0,0.09,,7.0,0.27,20.0,80.0,64.0,314.0,1.02,0.179,,,,4.5
rice_wine,Rice Wine,2,0.9211806892311756,134.0,134.0,134.0,134.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,5.0,0.1,6.0,6.0,25.0,2.0,0.02,0.009,,,,1.4
ricotta_cheese,Ricotta Cheese,4,0.7417158457074405,150.03632887189292,150.03632887189292,150.03632887189292,150.03632887189292,6.215,,0.0,0.3,,9.842500000000001,41.75,6.203749999999999,0.0,0.003,0.042,9.1525,119.5,0.195,0.15000000000000002,0.195,0.0,0.034749999999999996,0.27375,0.13425,0.5293333333333333,0.0695,7.25,0.5975,16.6,3.1,0.625,0.195,,242.0,0.22749999999999998,18.1,169.75,190.75,102.75,0.8525,0.012750000000000001,,0.0033333333333333335,,9.7
ricotta_salata,Ricotta Salata,5,0.0,155.2,155.2,155.2,155.2,6.688,,0.0,0.29,,10.692,46.4,6.765599999999999,0.0,0.0044,0.042,8.168000000000001,125.0,0.25,0.2,0.25,0.0,0.04079999999999999,0.31279999999999997,0.15900000000000003,0.673,0.09119999999999999,4.8,0.732,16.9,3.1,0.6,0.25,,228.8,0.13399999999999998,19.360000000000003,164.0,219.6,104.4,0.6380000000000001,0.0034000000000000002,,0.0,,6.62
rock_sugar,Rock Sugar,5,0.0,385.0,385.0,385.0,385.0,99.6,99.8,,,,0.32,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,0.05,0.3,0.0,2.0,1.0,0.01,0.007000000000000001,,0.004,,
rock_tripe,Rock Tripe,2,0.0,81.4263862332696,81.4263862332696,81.4263862332696,81.4263862332696,2.035,,0.0,0.0,,3.215,93.0,1.1965,0.001,0.0015,0.023,10.605,0.0,0.235,0.0,0.235,0.0,0.0075,0.043500000000000004,0.6755,0.133,0.023,4.0,0.77,108.05,2.4,1.15,0.235,,47.0,0.65,12.0,54.5,75.5,418.0,1.27,0.0475,,0.064,,9.35
rockfish,Rockfish,1,0.8849388941427495,90.0,90.0,90.0,90.0,0.0,,0.0,0.0,,1.34,50.0,0.336,0.179,0.084,0.01,18.36,4.0,0.36,3.8,0.36,0.0,0.023,0.187,2.393,0.333,0.21,9.0,1.39,65.0,0.0,0.0,0.36,,14.0,0.3,27.0,205.0,386.0,74.0,0.36,0.034,,0.011,,63.0
rocoto_pepper,Rocoto Pepper,1,0.0,34.0,34.0,34.0,34.0,7.66,,2.2,4.71,,0.4,0.0,0.067,0.0,0.0,,1.39,51.0,2.13,0.0,2.13,131.2,0.056,0.078,1.262,,0.463,25.0,0.0,9.2,,16.2,2.13,,13.0,0.64,19.0,34.0,285.0,6.0,0.2,0.088,,,,0.4
romano_cheese,Romano Cheese,1,0.7346410318855716,357.0,357.0,357.0,357.0,0.0,,0.0,,,25.0,89.0,14.29,,,,32.14,,,,,,,,,,,,,,,,,,1071.0,,,,,1179.0,,,,,,
rooibos_tea,Rooibos Tea,1,0.35935341922280256,1.0,1.0,1.0,1.0,0.2,,0.0,0.0,,0.0,0.0,0.002,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.004,0.0,,0.0,1.0,0.0,0.4,,0.0,0.0,,2.0,0.08,1.0,0.0,9.0,1.0,0.04,0.015,,,,0.0
root_beer,Root Beer,2,0.7674980794957352,41.0,41.0,41.0,41.0,10.6,,0.0,10.6,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,0.0,0.0,,5.0,0.05,1.0,0.0,1.0,13.0,0.07,0.007,,0.013,,0.1
roquefort_cheese,Roquefort Cheese,1,0.6421928740296106,369.0248565965583,369.0248565965583,369.0248565965583,369.0248565965583,2.0,,0.0,,,30.64,90.0,19.263,,,,21.54,294.0,,,,0.0,0.04,0.586,0.734,1.731,0.124,49.0,0.64,,,,,,662.0,0.56,30.0,392.0,91.0,1809.0,2.08,0.034,,0.03,,14.5
rose_syrup,Rose Syrup,2,0.2986731547346879,268.0,268.0,268.0,268.0,66.91,,0.0,46.55,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,6.0,0.05,4.0,4.0,28.0,27.0,0.13,0.026,,,,0.6
rose_wine,Rose Wine,2,0.7646757385646052,83.0869980879541,83.0869980879541,83.0869980879541,83.0869980879541,3.8,,0.0,3.8,,0.0,0.0,0.0,0.0,0.0,,0.36,0.0,0.0,0.0,0.0,0.0,0.02,0.015,0.09,0.148,0.037,1.0,0.01,0.0,,0.0,0.0,,10.0,0.2,10.0,18.0,59.0,5.0,0.11,0.005,,0.131,,0.2
rosehip,Rosehip,1,1.1246136570709346,162.0,162.0,162.0,162.0,38.22,,24.1,2.58,,0.34,,,,,,1.6,217.0,5.84,,5.84,426.0,0.016,0.166,1.3,0.8,0.076,3.0,,12.0,0.0,25.9,5.84,,169.0,1.06,69.0,61.0,429.0,4.0,0.25,0.113,,1.02,,
rosemary,Rosemary,2,1.2284572325732346,231.0,231.0,231.0,231.0,42.38,,28.35,,,10.540000000000001,0.0,5.1045,0.0,0.0,,4.095,151.0,,0.0,,41.5,0.275,0.29,0.956,0.804,1.038,208.0,0.0,,,,,,798.5,17.95,155.5,68.0,811.5,38.0,2.08,0.4255,,1.4135,,4.6
roti,Roti,1,0.6289517829046343,299.0,299.0,299.0,299.0,46.13,,9.7,2.93,,9.2,0.0,3.311,0.0,0.0,,7.85,0.0,0.55,0.0,0.55,0.0,0.36,0.18,4.61,,0.28,38.0,0.0,7.8,,3.3,0.55,,36.0,2.2,56.0,158.0,196.0,298.0,1.54,0.229,,,,26.6
rowan_berry,Rowan Berry,1,0.6890581429336322,44.0,44.0,44.0,44.0,9.94,,2.0,6.21,,0.25,0.0,0.008,0.0,0.0,,0.66,2.0,0.37,0.0,0.37,44.2,0.029,0.024,0.396,,0.04,7.0,0.0,5.8,,7.3,0.37,,16.0,0.28,11.0,20.0,138.0,0.0,0.1,0.038,,,,0.3
royal_icing,Royal Icing,1,0.3348626874013774,429.0,429.0,429.0,429.0,65.71,,,54.29,,20.0,,11.43,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,
rum,Rum,2,1.55,231.0,231.0,231.0,231.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,0.0065,0.0,0.0005,0.0,0.0,0.0,,0.0,0.0,,0.0,0.08,0.0,4.5,2.0,1.0,0.05500000000000001,0.035500000000000004,,0.018,,0.0
rusk,Rusk,2,0.9594791595903585,407.0,407.0,407.0,407.0,72.3,,,,,7.2,78.0,1.376,0.008,0.013,,13.5,12.0,,,,0.0,0.404,0.399,4.625,0.605,0.047,87.0,0.18,,,,,,27.0,2.72,36.0,153.0,245.0,253.0,1.1,0.245,,0.439,,20.1
rutabaga,Rutabaga,2,1.288361083242874,37.26195028680688,37.26195028680688,37.26195028680688,37.26195028680688,8.62,,2.3,4.46,,0.16,0.0,0.027,0.0,0.0,,1.08,0.0,0.3,0.0,0.3,25.0,0.09,0.04,0.7,0.16,0.1,21.0,0.0,14.1,,0.3,0.3,,43.0,0.44,20.0,53.0,305.0,12.0,0.24,0.032,,0.131,,0.7
rye,Rye,1,0.9018216859088364,338.0,338.0,338.0,338.0,75.86,,15.1,0.98,,1.63,0.0,0.197,0.0,0.0,,10.34,1.0,0.85,0.0,0.85,0.0,0.316,0.251,4.27,1.456,0.294,38.0,0.0,30.4,,5.9,0.85,,24.0,2.63,110.0,332.0,510.0,2.0,2.65,0.367,,2.577,,13.9
rye_bread,Rye Bread,2,0.4661775387660235,259.08221797323137,259.08221797323137,259.08221797323137,259.08221797323137,48.3,,5.8,3.85,,3.3,0.0,0.626,0.0,0.0,,8.5,0.0,0.33,0.0,0.33,0.4,0.434,0.335,3.805,0.44,0.075,110.0,0.0,14.6,,1.2,0.33,,73.0,2.83,40.0,125.0,166.0,603.0,1.14,0.186,,0.824,,30.9
safflower,Safflower,1,0.8193495290275667,516.9694072657744,516.9694072657744,516.9694072657744,516.9694072657744,34.29,,,,,38.45,0.0,3.682,,,,16.18,3.0,,0.0,,0.0,1.163,0.415,2.284,4.03,1.17,160.0,0.0,,,,,,78.0,4.9,353.0,644.0,687.0,3.0,5.05,1.747,,2.014,,
safflower_oil,Safflower Oil,1,1.5500000000000003,857.0,857.0,857.0,857.0,0.0,,0.0,,,100.0,0.0,7.14,,,,0.0,,,,,,,,,,,,,,,,,,70.0,4.44,,,,0.0,,,,,,
saffron,Saffron,1,1.0969781580267572,310.2294455066922,310.2294455066922,310.2294455066922,310.2294455066922,65.37,,3.9,,,5.85,0.0,1.586,0.0,0.0,,11.43,27.0,,0.0,,80.8,0.115,0.267,1.46,,1.01,93.0,0.0,,,,,,111.0,11.1,264.0,252.0,1724.0,148.0,1.09,0.328,,28.408,,5.6
sage,Sage,1,0.9656851144746332,314.7705544933078,314.7705544933078,314.7705544933078,314.7705544933078,60.73,,40.3,1.71,,12.75,0.0,7.03,0.0,0.0,,10.63,295.0,7.48,0.0,7.48,32.4,0.754,0.336,5.72,,2.69,274.0,0.0,43.6,,1714.5,7.48,,1652.0,28.12,428.0,91.0,1070.0,11.0,4.7,0.757,,3.133,,3.7
sake,Sake,1,0.9211806892311756,134.0,134.0,134.0,134.0,5.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,5.0,0.1,6.0,6.0,25.0,2.0,0.02,0.009,,,,1.4
salad_dressing,Salad Dressing,5,1.1738088021181263,347.9705544933078,347.9705544933078,347.9705544933078,347.9705544933078,7.7620000000000005,,0.0,4.13,,35.108000000000004,12.6,5.743,0.0016,0.0,,1.024,8.2,2.5759999999999996,0.06000000000000001,2.5759999999999996,0.08,0.009000000000000001,0.0356,0.023,0.0,0.017599999999999998,4.2,0.068,19.04,,75.54,2.5759999999999996,,15.4,0.174,2.6,57.8,52.8,636.0,0.10400000000000001,0.0073999999999999995,,,,2.04
salad_greens,Salad Greens,1,0.8061029886288086,21.0,21.0,21.0,21.0,3.43,,1.4,0.97,,0.21,0.0,0.034,0.0,0.0,,1.31,298.0,0.54,0.0,0.54,11.7,0.068,0.09,0.369,,0.089,54.0,0.0,12.3,,155.7,0.54,,39.0,0.46,27.0,26.0,316.0,41.0,0.3,0.048,,,,0.5
salam_leaf,Salam Leaf,2,0.43552269427457274,16.588972625,16.588972625,16.588972625,16.588972625,3.6633625,,,,,0.1313,,,,,,0.9884375000000001,,,,,12.246500000000001,0.07150000000000001,,0.3519,,0.072505,,,,0.0,95.85,,,41.215,0.3609,12.585,25.475,299.25,26.884999999999998,0.3068,0.038785,,0.16645,,
salami,Salami,4,0.9694736104926687,394.67017208413006,394.67017208413006,394.67017208413006,394.67017208413006,1.2799999999999998,,0.0,0.5533333333333333,,32.7675,91.0,11.87325,0.0035,0.002,0.178,22.8125,4.0,0.64,1.25,0.64,0.0,0.704,0.279,5.58875,1.0477500000000002,0.49525,1.75,2.1574999999999998,72.6,,0.0,0.64,,14.75,1.5025000000000002,21.25,207.5,359.25,1970.5,3.5575,0.15150000000000002,,0.28175,,28.133333333333336
salmon,Salmon,5,0.938289792498135,149.07724665391967,149.07724665391967,149.07724665391967,149.07724665391967,0.0,,0.0,0.0,,6.890000000000001,54.8,1.6108,0.6106,0.4732,0.046,20.652,60.4,1.26,12.0,1.26,1.3800000000000001,0.1042,0.1496,8.085,0.9,0.5544,12.8,3.3200000000000003,90.56666666666666,0.3,0.3333333333333333,1.26,,12.2,0.392,40.2,267.0,384.0,62.6,0.426,0.0546,,0.013,,32.0
salmon_roe,Salmon Roe,2,0.8538322214263876,282.0,282.0,282.0,282.0,2.0,,0.0,0.0,,18.95,610.5,3.695,3.8,2.741,,22.3,271.0,1.89,2.9,1.89,0.0,0.19,0.62,0.12,3.5,0.32,50.0,20.0,490.9,,0.6,1.89,,204.0,10.74,300.0,356.0,181.0,1583.5,0.95,0.11,,0.05,,65.5
salsa,Salsa,5,1.1843340093303494,31.4,31.4,31.4,31.4,6.055999999999999,,1.6800000000000002,3.412,,0.32,0.0,0.0172,0.0,0.0,,1.232,21.6,0.882,0.0,0.882,5.76,0.035800000000000005,0.0304,1.0764,,0.1404,6.4,0.0,10.200000000000001,,6.62,0.882,,20.8,0.42800000000000005,14.6,31.2,238.0,663.4,0.196,0.0646,,,,0.72
salsa_verde,Salsa Verde,2,0.7728768960335219,38.0,38.0,38.0,38.0,6.36,,1.9,3.5,,0.89,0.0,0.0,0.0,0.0,,1.13,11.0,0.43,0.0,0.43,12.3,0.046,0.036,1.615,0.154,0.083,8.0,0.0,7.9,,13.6,0.43,,9.0,0.65,19.0,41.0,259.0,906.0,0.25,0.081,,0.156,,0.8
salsify,Salsify,1,1.0351675871206094,82.0,82.0,82.0,82.0,18.6,,3.3,,,0.2,0.0,,,,,3.3,0.0,,0.0,,8.0,0.08,0.22,0.5,0.371,0.277,26.0,0.0,,,,,,60.0,0.7,23.0,75.0,380.0,20.0,0.38,0.089,,0.268,,0.8
salt,Salt,5,0.7348318102088642,596.2087954110899,596.2087954110899,596.2087954110899,596.2087954110899,13.559999999999999,,1.22,0.044,,58.4,76.8,26.312399999999997,0.0,0.0,,4.76,186.0,1.7259999999999998,0.08,1.7259999999999998,5.14,0.132,0.10640000000000001,2.056,0.205,0.17,2.8,0.16799999999999998,23.48,,4.58,1.7259999999999998,,25.8,0.882,22.6,73.0,403.6,1172.4,0.666,0.08959999999999999,,0.005,,4.34
salt_cod,Salt Cod,1,0.34220411349027474,290.0,290.0,290.0,290.0,0.0,,0.0,0.0,,2.37,152.0,0.462,0.423,0.011,,62.82,42.0,2.84,4.0,2.84,3.5,0.268,0.24,7.5,1.675,0.864,25.0,10.0,291.3,,0.4,2.84,,160.0,2.5,133.0,950.0,1458.0,7027.0,1.59,0.176,,0.05,,147.8
salt_pork,Salt Pork,1,0.7327795933201021,748.0,748.0,748.0,748.0,0.0,,0.0,0.0,,80.5,86.0,29.38,0.0,0.0,,5.05,0.0,0.0,0.2,0.0,0.0,0.215,0.061,1.62,0.205,0.08,1.0,0.29,19.3,,0.0,0.0,,6.0,0.44,7.0,52.0,66.0,2684.0,0.9,0.05,,0.005,,5.8
salted_duck_egg,Salted Duck Egg,1,0.29323688981709517,185.4684512428298,185.4684512428298,185.4684512428298,185.4684512428298,1.45,,0.0,0.93,,13.77,884.0,3.681,0.0,0.0,,12.81,194.0,1.34,1.7,1.34,0.0,0.156,0.404,0.2,1.862,0.25,80.0,5.4,263.4,,0.4,1.34,,64.0,3.85,17.0,220.0,222.0,146.0,1.41,0.062,,0.038,,36.4
sambar_powder,Sambar Powder,1,0.18292398641806454,324.8087954110899,324.8087954110899,324.8087954110899,324.8087954110899,55.83,,53.2,2.76,,14.01,0.0,1.648,0.0,0.0,0.255,14.29,1.0,25.24,0.0,25.24,0.7,0.176,0.2,3.26,1.07,0.105,56.0,0.0,64.2,,99.8,25.24,,525.0,19.1,255.0,367.0,1170.0,52.0,4.7,1.2,,8.3,,40.3
sambuca,Sambuca,1,0.6956940735252182,279.0,279.0,279.0,279.0,33.2,,0.0,33.27,,0.11,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.009,0.008,,0.001,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04,0.0,3.0,2.0,1.0,0.03,0.016,,,,0.2
sand_ginger,Sand Ginger,2,0.5228540976665774,207.57648183556407,207.57648183556407,207.57648183556407,207.57648183556407,44.695,,8.05,2.545,,2.495,0.0,1.401,0.0,0.0,0.223,5.4,1.0,0.13,0.0,0.13,2.85,0.035500000000000004,0.10200000000000001,5.185,0.33999999999999997,0.393,12.0,0.0,35.0,,0.45,0.13,,65.0,10.200000000000001,128.5,101.0,867.5,20.0,1.99,0.353,,16.764499999999998,,28.25
sangria,Sangria,2,1.2029709309008751,84.0,84.0,84.0,84.0,7.225,,0.0,6.225,,0.02,0.0,0.001,0.0,0.0,,0.04,0.0,0.0,0.0,0.0,0.3,0.003,0.013499999999999998,0.0895,,0.027999999999999997,1.0,0.0,2.65,,0.2,0.0,,6.5,0.2,6.5,11.0,54.0,10.0,0.10500000000000001,0.008,,,,0.1
